"start_time","end_time","発電計画kW","需要計画kW"
2025-10-28 09:30:00.000 +0900,2025-10-28 10:00:00.000 +0900,0,200
2025-10-28 10:00:00.000 +0900,2025-10-28 10:30:00.000 +0900,0,200
2025-10-28 10:30:00.000 +0900,2025-10-28 11:00:00.000 +0900,0,200
2025-10-28 11:00:00.000 +0900,2025-10-28 11:30:00.000 +0900,0,200
2025-10-28 11:30:00.000 +0900,2025-10-28 12:00:00.000 +0900,0,200
2025-10-28 12:00:00.000 +0900,2025-10-28 12:30:00.000 +0900,0,200
2025-10-28 12:30:00.000 +0900,2025-10-28 13:00:00.000 +0900,0,200
2025-10-28 13:00:00.000 +0900,2025-10-28 13:30:00.000 +0900,0,200
2025-10-28 13:30:00.000 +0900,2025-10-28 14:00:00.000 +0900,0,200
2025-10-28 14:00:00.000 +0900,2025-10-28 14:30:00.000 +0900,0,200
2025-10-28 14:30:00.000 +0900,2025-10-28 15:00:00.000 +0900,0,200
2025-10-28 15:00:00.000 +0900,2025-10-28 15:30:00.000 +0900,0,200
2025-10-28 15:30:00.000 +0900,2025-10-28 16:00:00.000 +0900,0,200
2025-10-28 16:00:00.000 +0900,2025-10-28 16:30:00.000 +0900,0,200
2025-10-28 16:30:00.000 +0900,2025-10-28 17:00:00.000 +0900,0,200
2025-10-28 17:00:00.000 +0900,2025-10-28 17:30:00.000 +0900,0,200
2025-10-28 17:30:00.000 +0900,2025-10-28 18:00:00.000 +0900,0,200
2025-10-29 06:00:00.000 +0900,2025-10-29 06:30:00.000 +0900,0,200
2025-10-29 06:30:00.000 +0900,2025-10-29 07:00:00.000 +0900,0,200
2025-10-29 07:00:00.000 +0900,2025-10-29 07:30:00.000 +0900,0,200
2025-10-29 07:30:00.000 +0900,2025-10-29 08:00:00.000 +0900,0,200
2025-10-29 08:00:00.000 +0900,2025-10-29 08:30:00.000 +0900,0,200
2025-10-29 08:30:00.000 +0900,2025-10-29 09:00:00.000 +0900,0,200
2025-10-29 09:00:00.000 +0900,2025-10-29 09:30:00.000 +0900,0,200
2025-10-29 09:30:00.000 +0900,2025-10-29 10:00:00.000 +0900,0,200
2025-10-29 10:00:00.000 +0900,2025-10-29 10:30:00.000 +0900,0,200
2025-10-29 10:30:00.000 +0900,2025-10-29 11:00:00.000 +0900,0,200
2025-10-29 11:00:00.000 +0900,2025-10-29 11:30:00.000 +0900,0,200
2025-10-29 11:30:00.000 +0900,2025-10-29 12:00:00.000 +0900,0,200
2025-10-29 12:00:00.000 +0900,2025-10-29 12:30:00.000 +0900,0,200
2025-10-29 12:30:00.000 +0900,2025-10-29 13:00:00.000 +0900,0,200
2025-10-29 13:00:00.000 +0900,2025-10-29 13:30:00.000 +0900,0,200
2025-10-29 13:30:00.000 +0900,2025-10-29 14:00:00.000 +0900,0,200
2025-10-29 14:00:00.000 +0900,2025-10-29 14:30:00.000 +0900,0,200
2025-10-29 14:30:00.000 +0900,2025-10-29 15:00:00.000 +0900,0,200
2025-10-29 15:00:00.000 +0900,2025-10-29 15:30:00.000 +0900,0,200
2025-10-29 15:30:00.000 +0900,2025-10-29 16:00:00.000 +0900,0,200
2025-10-29 16:00:00.000 +0900,2025-10-29 16:30:00.000 +0900,0,200
2025-10-29 16:30:00.000 +0900,2025-10-29 17:00:00.000 +0900,0,200
2025-10-29 17:00:00.000 +0900,2025-10-29 17:30:00.000 +0900,0,200
2025-10-29 17:30:00.000 +0900,2025-10-29 18:00:00.000 +0900,0,200
2025-10-30 06:00:00.000 +0900,2025-10-30 06:30:00.000 +0900,0,200
2025-10-30 06:30:00.000 +0900,2025-10-30 07:00:00.000 +0900,0,200
2025-10-30 07:00:00.000 +0900,2025-10-30 07:30:00.000 +0900,0,200
2025-10-30 07:30:00.000 +0900,2025-10-30 08:00:00.000 +0900,0,200
2025-10-30 08:00:00.000 +0900,2025-10-30 08:30:00.000 +0900,0,200
2025-10-30 08:30:00.000 +0900,2025-10-30 09:00:00.000 +0900,0,200
2025-10-30 09:00:00.000 +0900,2025-10-30 09:30:00.000 +0900,0,200
2025-10-30 09:30:00.000 +0900,2025-10-30 10:00:00.000 +0900,0,200
2025-10-30 10:00:00.000 +0900,2025-10-30 10:30:00.000 +0900,0,200
2025-10-30 10:30:00.000 +0900,2025-10-30 11:00:00.000 +0900,0,200
2025-10-30 11:00:00.000 +0900,2025-10-30 11:30:00.000 +0900,0,200
2025-10-30 11:30:00.000 +0900,2025-10-30 12:00:00.000 +0900,0,200
2025-10-30 12:00:00.000 +0900,2025-10-30 12:30:00.000 +0900,0,200
2025-10-30 12:30:00.000 +0900,2025-10-30 13:00:00.000 +0900,0,200
2025-10-30 13:00:00.000 +0900,2025-10-30 13:30:00.000 +0900,0,200
2025-10-30 13:30:00.000 +0900,2025-10-30 14:00:00.000 +0900,0,200
2025-10-30 14:00:00.000 +0900,2025-10-30 14:30:00.000 +0900,0,200
2025-10-30 14:30:00.000 +0900,2025-10-30 15:00:00.000 +0900,0,200
2025-10-30 15:00:00.000 +0900,2025-10-30 15:30:00.000 +0900,0,200
2025-10-30 15:30:00.000 +0900,2025-10-30 16:00:00.000 +0900,0,200
2025-10-30 16:00:00.000 +0900,2025-10-30 16:30:00.000 +0900,0,200
2025-10-30 16:30:00.000 +0900,2025-10-30 17:00:00.000 +0900,0,200
2025-10-30 17:00:00.000 +0900,2025-10-30 17:30:00.000 +0900,0,200
2025-10-30 17:30:00.000 +0900,2025-10-30 18:00:00.000 +0900,0,200
2025-10-31 06:00:00.000 +0900,2025-10-31 06:30:00.000 +0900,0,200
2025-10-31 06:30:00.000 +0900,2025-10-31 07:00:00.000 +0900,0,200
2025-10-31 07:00:00.000 +0900,2025-10-31 07:30:00.000 +0900,0,200
2025-10-31 07:30:00.000 +0900,2025-10-31 08:00:00.000 +0900,0,200
2025-10-31 08:00:00.000 +0900,2025-10-31 08:30:00.000 +0900,0,200
2025-10-31 08:30:00.000 +0900,2025-10-31 09:00:00.000 +0900,0,200
2025-10-31 09:00:00.000 +0900,2025-10-31 09:30:00.000 +0900,0,200
2025-10-31 09:30:00.000 +0900,2025-10-31 10:00:00.000 +0900,0,200
2025-10-31 10:00:00.000 +0900,2025-10-31 10:30:00.000 +0900,0,200
2025-10-31 10:30:00.000 +0900,2025-10-31 11:00:00.000 +0900,0,200
2025-10-31 11:00:00.000 +0900,2025-10-31 11:30:00.000 +0900,0,200
2025-10-31 11:30:00.000 +0900,2025-10-31 12:00:00.000 +0900,0,200
2025-10-31 12:00:00.000 +0900,2025-10-31 12:30:00.000 +0900,0,200
2025-10-31 12:30:00.000 +0900,2025-10-31 13:00:00.000 +0900,0,200
2025-10-31 13:00:00.000 +0900,2025-10-31 13:30:00.000 +0900,0,200
2025-10-31 13:30:00.000 +0900,2025-10-31 14:00:00.000 +0900,0,200
2025-10-31 14:00:00.000 +0900,2025-10-31 14:30:00.000 +0900,0,200
2025-10-31 14:30:00.000 +0900,2025-10-31 15:00:00.000 +0900,0,200
2025-10-31 15:00:00.000 +0900,2025-10-31 15:30:00.000 +0900,0,200
2025-10-31 15:30:00.000 +0900,2025-10-31 16:00:00.000 +0900,0,200
2025-10-31 16:00:00.000 +0900,2025-10-31 16:30:00.000 +0900,0,200
2025-10-31 16:30:00.000 +0900,2025-10-31 17:00:00.000 +0900,0,200
2025-10-31 17:00:00.000 +0900,2025-10-31 17:30:00.000 +0900,0,200
2025-10-31 17:30:00.000 +0900,2025-10-31 18:00:00.000 +0900,0,200
2025-11-05 15:00:00.000 +0900,2025-11-05 15:30:00.000 +0900,0,1998
2025-11-05 17:30:00.000 +0900,2025-11-05 18:00:00.000 +0900,0,1998
2025-11-05 17:00:00.000 +0900,2025-11-05 17:30:00.000 +0900,0,1998
2025-11-05 15:30:00.000 +0900,2025-11-05 16:00:00.000 +0900,0,1998
2025-11-05 16:30:00.000 +0900,2025-11-05 17:00:00.000 +0900,0,1998
2025-11-05 16:00:00.000 +0900,2025-11-05 16:30:00.000 +0900,0,1998
2025-11-06 09:00:00.000 +0900,2025-11-06 09:30:00.000 +0900,0,1998
2025-11-06 09:30:00.000 +0900,2025-11-06 10:00:00.000 +0900,0,1998
2025-11-06 10:00:00.000 +0900,2025-11-06 10:30:00.000 +0900,0,1998
2025-11-06 10:30:00.000 +0900,2025-11-06 11:00:00.000 +0900,0,1998
2025-11-06 11:00:00.000 +0900,2025-11-06 11:30:00.000 +0900,0,1998
2025-11-06 11:30:00.000 +0900,2025-11-06 12:00:00.000 +0900,0,1998
2025-11-06 15:00:00.000 +0900,2025-11-06 15:30:00.000 +0900,0,1998
2025-11-06 15:30:00.000 +0900,2025-11-06 16:00:00.000 +0900,0,1998
2025-11-06 16:00:00.000 +0900,2025-11-06 16:30:00.000 +0900,0,1998
2025-11-06 16:30:00.000 +0900,2025-11-06 17:00:00.000 +0900,0,1998
2025-11-06 17:00:00.000 +0900,2025-11-06 17:30:00.000 +0900,0,1998
2025-11-06 17:30:00.000 +0900,2025-11-06 18:00:00.000 +0900,0,1998
2025-11-07 15:00:00.000 +0900,2025-11-07 15:30:00.000 +0900,0,1998
2025-11-07 15:30:00.000 +0900,2025-11-07 16:00:00.000 +0900,0,1998
2025-11-07 16:00:00.000 +0900,2025-11-07 16:30:00.000 +0900,0,1998
2025-11-07 16:30:00.000 +0900,2025-11-07 17:00:00.000 +0900,0,1998
2025-11-07 17:00:00.000 +0900,2025-11-07 17:30:00.000 +0900,0,1998
2025-11-07 17:30:00.000 +0900,2025-11-07 18:00:00.000 +0900,0,1998
